"","DivisionNm","CountNum","Surname","GivenNm","PartyAb","PartyNm","CalculationType","Votes"
"6294","McPherson",6,"SANTELISES","Aaron","ALP","Australian Labor Party (State of Queensland)","Transfer Count",1779
"6295","McPherson",6,"SPELLMAN","John Patrick","ON","Pauline Hanson's One Nation","Preference Count",0
"6296","McPherson",6,"SPELLMAN","John Patrick","ON","Pauline Hanson's One Nation","Transfer Count",-8657
"6297","McPherson",6,"STEWART","Renee Mechelle","AJP","Animal Justice Party","Preference Count",0
"6298","McPherson",6,"STEWART","Renee Mechelle","AJP","Animal Justice Party","Transfer Count",0
"6299","McPherson",7,"ANDREWS","Karen Lesley","LNP","Liberal National Party of Queensland","Preference Count",57545
"6300","McPherson",7,"ANDREWS","Karen Lesley","LNP","Liberal National Party of Queensland","Transfer Count",4616
"6301","McPherson",7,"CROWE","Scott Matthew","LDP","Liberal Democratic Party","Preference Count",0
"6302","McPherson",7,"CROWE","Scott Matthew","LDP","Liberal Democratic Party","Transfer Count",0
"6303","McPherson",7,"GAFFY","Sean Gordon","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Preference Count",0
"6304","McPherson",7,"GAFFY","Sean Gordon","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Transfer Count",0
"6305","McPherson",7,"KAFF","Michael Stephen","IND","Independent","Preference Count",0
"6306","McPherson",7,"KAFF","Michael Stephen","IND","Independent","Transfer Count",0
"6307","McPherson",7,"MacKENZIE","Fiona Kay","UAPP","United Australia Party","Preference Count",0
"6308","McPherson",7,"MacKENZIE","Fiona Kay","UAPP","United Australia Party","Transfer Count",0
"6309","McPherson",7,"QUINN","Alan","GRN","Queensland Greens","Preference Count",0
"6310","McPherson",7,"QUINN","Alan","GRN","Queensland Greens","Transfer Count",-14982
"6311","McPherson",7,"SANTELISES","Aaron","ALP","Australian Labor Party (State of Queensland)","Preference Count",34976
"6312","McPherson",7,"SANTELISES","Aaron","ALP","Australian Labor Party (State of Queensland)","Transfer Count",10366
"6313","McPherson",7,"SPELLMAN","John Patrick","ON","Pauline Hanson's One Nation","Preference Count",0
"6314","McPherson",7,"SPELLMAN","John Patrick","ON","Pauline Hanson's One Nation","Transfer Count",0
"6315","McPherson",7,"STEWART","Renee Mechelle","AJP","Animal Justice Party","Preference Count",0
"6316","McPherson",7,"STEWART","Renee Mechelle","AJP","Animal Justice Party","Transfer Count",0
"6317","Moncrieff",0,"BELL","Angie Marion","LNP","Liberal National Party of Queensland","Preference Count",47356
"6318","Moncrieff",0,"BELL","Angie Marion","LNP","Liberal National Party of Queensland","Transfer Count",0
"6319","Moncrieff",0,"BELL","Tracey Leanne","ALP","Australian Labor Party (State of Queensland)","Preference Count",19822
"6320","Moncrieff",0,"BELL","Tracey Leanne","ALP","Australian Labor Party (State of Queensland)","Transfer Count",0
"6321","Moncrieff",0,"EILOLA","Garry Paul","UAPP","United Australia Party","Preference Count",3419
"6322","Moncrieff",0,"EILOLA","Garry Paul","UAPP","United Australia Party","Transfer Count",0
"6323","Moncrieff",0,"FREEMAN","Karla Jane","AJP","Animal Justice Party","Preference Count",3551
"6324","Moncrieff",0,"FREEMAN","Karla Jane","AJP","Animal Justice Party","Transfer Count",0
"6325","Moncrieff",0,"GRYPHON","Stephen William","LDP","Liberal Democratic Party","Preference Count",1799
"6326","Moncrieff",0,"GRYPHON","Stephen William","LDP","Liberal Democratic Party","Transfer Count",0
"6327","Moncrieff",0,"LONG","Darren Alan","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Preference Count",1152
"6328","Moncrieff",0,"LONG","Darren Alan","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Transfer Count",0
"6329","Moncrieff",0,"SIBSON","Vanessa Jenny","ON","Pauline Hanson's One Nation","Preference Count",5920
"6330","Moncrieff",0,"SIBSON","Vanessa Jenny","ON","Pauline Hanson's One Nation","Transfer Count",0
"6331","Moncrieff",0,"SPAIN","Sally Maree","GRN","Queensland Greens","Preference Count",8900
"6332","Moncrieff",0,"SPAIN","Sally Maree","GRN","Queensland Greens","Transfer Count",0
"6333","Moncrieff",1,"BELL","Angie Marion","LNP","Liberal National Party of Queensland","Preference Count",47481
"6334","Moncrieff",1,"BELL","Angie Marion","LNP","Liberal National Party of Queensland","Transfer Count",125
"6335","Moncrieff",1,"BELL","Tracey Leanne","ALP","Australian Labor Party (State of Queensland)","Preference Count",19904
"6336","Moncrieff",1,"BELL","Tracey Leanne","ALP","Australian Labor Party (State of Queensland)","Transfer Count",82
"6337","Moncrieff",1,"EILOLA","Garry Paul","UAPP","United Australia Party","Preference Count",3601
"6338","Moncrieff",1,"EILOLA","Garry Paul","UAPP","United Australia Party","Transfer Count",182
"6339","Moncrieff",1,"FREEMAN","Karla Jane","AJP","Animal Justice Party","Preference Count",3624
"6340","Moncrieff",1,"FREEMAN","Karla Jane","AJP","Animal Justice Party","Transfer Count",73
"6341","Moncrieff",1,"GRYPHON","Stephen William","LDP","Liberal Democratic Party","Preference Count",1998
"6342","Moncrieff",1,"GRYPHON","Stephen William","LDP","Liberal Democratic Party","Transfer Count",199
"6343","Moncrieff",1,"LONG","Darren Alan","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Preference Count",0
"6344","Moncrieff",1,"LONG","Darren Alan","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Transfer Count",-1152
"6345","Moncrieff",1,"SIBSON","Vanessa Jenny","ON","Pauline Hanson's One Nation","Preference Count",6362
"6346","Moncrieff",1,"SIBSON","Vanessa Jenny","ON","Pauline Hanson's One Nation","Transfer Count",442
"6347","Moncrieff",1,"SPAIN","Sally Maree","GRN","Queensland Greens","Preference Count",8949
"6348","Moncrieff",1,"SPAIN","Sally Maree","GRN","Queensland Greens","Transfer Count",49
"6349","Moncrieff",2,"BELL","Angie Marion","LNP","Liberal National Party of Queensland","Preference Count",48172
"6350","Moncrieff",2,"BELL","Angie Marion","LNP","Liberal National Party of Queensland","Transfer Count",691
"6351","Moncrieff",2,"BELL","Tracey Leanne","ALP","Australian Labor Party (State of Queensland)","Preference Count",20297
"6352","Moncrieff",2,"BELL","Tracey Leanne","ALP","Australian Labor Party (State of Queensland)","Transfer Count",393
"6353","Moncrieff",2,"EILOLA","Garry Paul","UAPP","United Australia Party","Preference Count",3812
"6354","Moncrieff",2,"EILOLA","Garry Paul","UAPP","United Australia Party","Transfer Count",211
"6355","Moncrieff",2,"FREEMAN","Karla Jane","AJP","Animal Justice Party","Preference Count",3809
"6356","Moncrieff",2,"FREEMAN","Karla Jane","AJP","Animal Justice Party","Transfer Count",185
"6357","Moncrieff",2,"GRYPHON","Stephen William","LDP","Liberal Democratic Party","Preference Count",0
"6358","Moncrieff",2,"GRYPHON","Stephen William","LDP","Liberal Democratic Party","Transfer Count",-1998
"6359","Moncrieff",2,"LONG","Darren Alan","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Preference Count",0
"6360","Moncrieff",2,"LONG","Darren Alan","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Transfer Count",0
"6361","Moncrieff",2,"SIBSON","Vanessa Jenny","ON","Pauline Hanson's One Nation","Preference Count",6700
"6362","Moncrieff",2,"SIBSON","Vanessa Jenny","ON","Pauline Hanson's One Nation","Transfer Count",338
"6363","Moncrieff",2,"SPAIN","Sally Maree","GRN","Queensland Greens","Preference Count",9129
"6364","Moncrieff",2,"SPAIN","Sally Maree","GRN","Queensland Greens","Transfer Count",180
"6365","Moncrieff",3,"BELL","Angie Marion","LNP","Liberal National Party of Queensland","Preference Count",49171
"6366","Moncrieff",3,"BELL","Angie Marion","LNP","Liberal National Party of Queensland","Transfer Count",999
"6367","Moncrieff",3,"BELL","Tracey Leanne","ALP","Australian Labor Party (State of Queensland)","Preference Count",20782
"6368","Moncrieff",3,"BELL","Tracey Leanne","ALP","Australian Labor Party (State of Queensland)","Transfer Count",485
"6369","Moncrieff",3,"EILOLA","Garry Paul","UAPP","United Australia Party","Preference Count",4059
"6370","Moncrieff",3,"EILOLA","Garry Paul","UAPP","United Australia Party","Transfer Count",247
"6371","Moncrieff",3,"FREEMAN","Karla Jane","AJP","Animal Justice Party","Preference Count",0
"6372","Moncrieff",3,"FREEMAN","Karla Jane","AJP","Animal Justice Party","Transfer Count",-3809
"6373","Moncrieff",3,"GRYPHON","Stephen William","LDP","Liberal Democratic Party","Preference Count",0
"6374","Moncrieff",3,"GRYPHON","Stephen William","LDP","Liberal Democratic Party","Transfer Count",0
"6375","Moncrieff",3,"LONG","Darren Alan","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Preference Count",0
"6376","Moncrieff",3,"LONG","Darren Alan","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Transfer Count",0
"6377","Moncrieff",3,"SIBSON","Vanessa Jenny","ON","Pauline Hanson's One Nation","Preference Count",7223
"6378","Moncrieff",3,"SIBSON","Vanessa Jenny","ON","Pauline Hanson's One Nation","Transfer Count",523
"6379","Moncrieff",3,"SPAIN","Sally Maree","GRN","Queensland Greens","Preference Count",10684
"6380","Moncrieff",3,"SPAIN","Sally Maree","GRN","Queensland Greens","Transfer Count",1555
"6381","Moncrieff",4,"BELL","Angie Marion","LNP","Liberal National Party of Queensland","Preference Count",50605
"6382","Moncrieff",4,"BELL","Angie Marion","LNP","Liberal National Party of Queensland","Transfer Count",1434
"6383","Moncrieff",4,"BELL","Tracey Leanne","ALP","Australian Labor Party (State of Queensland)","Preference Count",21265
"6384","Moncrieff",4,"BELL","Tracey Leanne","ALP","Australian Labor Party (State of Queensland)","Transfer Count",483
"6385","Moncrieff",4,"EILOLA","Garry Paul","UAPP","United Australia Party","Preference Count",0
"6386","Moncrieff",4,"EILOLA","Garry Paul","UAPP","United Australia Party","Transfer Count",-4059
"6387","Moncrieff",4,"FREEMAN","Karla Jane","AJP","Animal Justice Party","Preference Count",0
"6388","Moncrieff",4,"FREEMAN","Karla Jane","AJP","Animal Justice Party","Transfer Count",0
"6389","Moncrieff",4,"GRYPHON","Stephen William","LDP","Liberal Democratic Party","Preference Count",0
"6390","Moncrieff",4,"GRYPHON","Stephen William","LDP","Liberal Democratic Party","Transfer Count",0
"6391","Moncrieff",4,"LONG","Darren Alan","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Preference Count",0
"6392","Moncrieff",4,"LONG","Darren Alan","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Transfer Count",0
"6393","Moncrieff",4,"SIBSON","Vanessa Jenny","ON","Pauline Hanson's One Nation","Preference Count",8832
"6394","Moncrieff",4,"SIBSON","Vanessa Jenny","ON","Pauline Hanson's One Nation","Transfer Count",1609
"6395","Moncrieff",4,"SPAIN","Sally Maree","GRN","Queensland Greens","Preference Count",11217
"6396","Moncrieff",4,"SPAIN","Sally Maree","GRN","Queensland Greens","Transfer Count",533
"6397","Moncrieff",5,"BELL","Angie Marion","LNP","Liberal National Party of Queensland","Preference Count",55589
"6398","Moncrieff",5,"BELL","Angie Marion","LNP","Liberal National Party of Queensland","Transfer Count",4984
"6399","Moncrieff",5,"BELL","Tracey Leanne","ALP","Australian Labor Party (State of Queensland)","Preference Count",23110
"6400","Moncrieff",5,"BELL","Tracey Leanne","ALP","Australian Labor Party (State of Queensland)","Transfer Count",1845
"6401","Moncrieff",5,"EILOLA","Garry Paul","UAPP","United Australia Party","Preference Count",0
"6402","Moncrieff",5,"EILOLA","Garry Paul","UAPP","United Australia Party","Transfer Count",0
"6403","Moncrieff",5,"FREEMAN","Karla Jane","AJP","Animal Justice Party","Preference Count",0
"6404","Moncrieff",5,"FREEMAN","Karla Jane","AJP","Animal Justice Party","Transfer Count",0
"6405","Moncrieff",5,"GRYPHON","Stephen William","LDP","Liberal Democratic Party","Preference Count",0
"6406","Moncrieff",5,"GRYPHON","Stephen William","LDP","Liberal Democratic Party","Transfer Count",0
"6407","Moncrieff",5,"LONG","Darren Alan","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Preference Count",0
"6408","Moncrieff",5,"LONG","Darren Alan","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Transfer Count",0
"6409","Moncrieff",5,"SIBSON","Vanessa Jenny","ON","Pauline Hanson's One Nation","Preference Count",0
"6410","Moncrieff",5,"SIBSON","Vanessa Jenny","ON","Pauline Hanson's One Nation","Transfer Count",-8832
"6411","Moncrieff",5,"SPAIN","Sally Maree","GRN","Queensland Greens","Preference Count",13220
"6412","Moncrieff",5,"SPAIN","Sally Maree","GRN","Queensland Greens","Transfer Count",2003
"6413","Moncrieff",6,"BELL","Angie Marion","LNP","Liberal National Party of Queensland","Preference Count",60079
"6414","Moncrieff",6,"BELL","Angie Marion","LNP","Liberal National Party of Queensland","Transfer Count",4490
"6415","Moncrieff",6,"BELL","Tracey Leanne","ALP","Australian Labor Party (State of Queensland)","Preference Count",31840
"6416","Moncrieff",6,"BELL","Tracey Leanne","ALP","Australian Labor Party (State of Queensland)","Transfer Count",8730
"6417","Moncrieff",6,"EILOLA","Garry Paul","UAPP","United Australia Party","Preference Count",0
"6418","Moncrieff",6,"EILOLA","Garry Paul","UAPP","United Australia Party","Transfer Count",0
"6419","Moncrieff",6,"FREEMAN","Karla Jane","AJP","Animal Justice Party","Preference Count",0
"6420","Moncrieff",6,"FREEMAN","Karla Jane","AJP","Animal Justice Party","Transfer Count",0
"6421","Moncrieff",6,"GRYPHON","Stephen William","LDP","Liberal Democratic Party","Preference Count",0
"6422","Moncrieff",6,"GRYPHON","Stephen William","LDP","Liberal Democratic Party","Transfer Count",0
"6423","Moncrieff",6,"LONG","Darren Alan","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Preference Count",0
"6424","Moncrieff",6,"LONG","Darren Alan","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Transfer Count",0
"6425","Moncrieff",6,"SIBSON","Vanessa Jenny","ON","Pauline Hanson's One Nation","Preference Count",0
"6426","Moncrieff",6,"SIBSON","Vanessa Jenny","ON","Pauline Hanson's One Nation","Transfer Count",0
"6427","Moncrieff",6,"SPAIN","Sally Maree","GRN","Queensland Greens","Preference Count",0
"6428","Moncrieff",6,"SPAIN","Sally Maree","GRN","Queensland Greens","Transfer Count",-13220
"6429","Moreton",0,"BROWN","Jenny-Rebecca","UAPP","United Australia Party","Preference Count",2015
"6430","Moreton",0,"BROWN","Jenny-Rebecca","UAPP","United Australia Party","Transfer Count",0
"6431","Moreton",0,"LAWRENCE","William James","ON","Pauline Hanson's One Nation","Preference Count",3002
"6432","Moreton",0,"LAWRENCE","William James","ON","Pauline Hanson's One Nation","Transfer Count",0
"6433","Moreton",0,"NIEASS","Aaron James","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Preference Count",1561
"6434","Moreton",0,"NIEASS","Aaron James","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Transfer Count",0
"6435","Moreton",0,"O'BRIEN","Patricia Ann","GRN","Queensland Greens","Preference Count",15189
"6436","Moreton",0,"O'BRIEN","Patricia Ann","GRN","Queensland Greens","Transfer Count",0
"6437","Moreton",0,"OWEN","Angela Carolyn","LNP","Liberal National Party of Queensland","Preference Count",37011
"6438","Moreton",0,"OWEN","Angela Carolyn","LNP","Liberal National Party of Queensland","Transfer Count",0
"6439","Moreton",0,"PERRETT","Graham Douglas","ALP","Australian Labor Party (State of Queensland)","Preference Count",31864
"6440","Moreton",0,"PERRETT","Graham Douglas","ALP","Australian Labor Party (State of Queensland)","Transfer Count",0
"6441","Moreton",1,"BROWN","Jenny-Rebecca","UAPP","United Australia Party","Preference Count",2243
"6442","Moreton",1,"BROWN","Jenny-Rebecca","UAPP","United Australia Party","Transfer Count",228
"6443","Moreton",1,"LAWRENCE","William James","ON","Pauline Hanson's One Nation","Preference Count",3548
"6444","Moreton",1,"LAWRENCE","William James","ON","Pauline Hanson's One Nation","Transfer Count",546
"6445","Moreton",1,"NIEASS","Aaron James","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Preference Count",0
"6446","Moreton",1,"NIEASS","Aaron James","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Transfer Count",-1561
"6447","Moreton",1,"O'BRIEN","Patricia Ann","GRN","Queensland Greens","Preference Count",15322
"6448","Moreton",1,"O'BRIEN","Patricia Ann","GRN","Queensland Greens","Transfer Count",133
"6449","Moreton",1,"OWEN","Angela Carolyn","LNP","Liberal National Party of Queensland","Preference Count",37351
"6450","Moreton",1,"OWEN","Angela Carolyn","LNP","Liberal National Party of Queensland","Transfer Count",340
"6451","Moreton",1,"PERRETT","Graham Douglas","ALP","Australian Labor Party (State of Queensland)","Preference Count",32178
"6452","Moreton",1,"PERRETT","Graham Douglas","ALP","Australian Labor Party (State of Queensland)","Transfer Count",314
"6453","Moreton",2,"BROWN","Jenny-Rebecca","UAPP","United Australia Party","Preference Count",0
"6454","Moreton",2,"BROWN","Jenny-Rebecca","UAPP","United Australia Party","Transfer Count",-2243
"6455","Moreton",2,"LAWRENCE","William James","ON","Pauline Hanson's One Nation","Preference Count",4293
"6456","Moreton",2,"LAWRENCE","William James","ON","Pauline Hanson's One Nation","Transfer Count",745
"6457","Moreton",2,"NIEASS","Aaron James","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Preference Count",0
"6458","Moreton",2,"NIEASS","Aaron James","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Transfer Count",0
"6459","Moreton",2,"O'BRIEN","Patricia Ann","GRN","Queensland Greens","Preference Count",15601
"6460","Moreton",2,"O'BRIEN","Patricia Ann","GRN","Queensland Greens","Transfer Count",279
"6461","Moreton",2,"OWEN","Angela Carolyn","LNP","Liberal National Party of Queensland","Preference Count",38268
"6462","Moreton",2,"OWEN","Angela Carolyn","LNP","Liberal National Party of Queensland","Transfer Count",917
"6463","Moreton",2,"PERRETT","Graham Douglas","ALP","Australian Labor Party (State of Queensland)","Preference Count",32480
"6464","Moreton",2,"PERRETT","Graham Douglas","ALP","Australian Labor Party (State of Queensland)","Transfer Count",302
"6465","Moreton",3,"BROWN","Jenny-Rebecca","UAPP","United Australia Party","Preference Count",0
"6466","Moreton",3,"BROWN","Jenny-Rebecca","UAPP","United Australia Party","Transfer Count",0
"6467","Moreton",3,"LAWRENCE","William James","ON","Pauline Hanson's One Nation","Preference Count",0
"6468","Moreton",3,"LAWRENCE","William James","ON","Pauline Hanson's One Nation","Transfer Count",-4293
"6469","Moreton",3,"NIEASS","Aaron James","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Preference Count",0
"6470","Moreton",3,"NIEASS","Aaron James","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Transfer Count",0
"6471","Moreton",3,"O'BRIEN","Patricia Ann","GRN","Queensland Greens","Preference Count",16545
"6472","Moreton",3,"O'BRIEN","Patricia Ann","GRN","Queensland Greens","Transfer Count",944
"6473","Moreton",3,"OWEN","Angela Carolyn","LNP","Liberal National Party of Queensland","Preference Count",40727
"6474","Moreton",3,"OWEN","Angela Carolyn","LNP","Liberal National Party of Queensland","Transfer Count",2459
"6475","Moreton",3,"PERRETT","Graham Douglas","ALP","Australian Labor Party (State of Queensland)","Preference Count",33370
"6476","Moreton",3,"PERRETT","Graham Douglas","ALP","Australian Labor Party (State of Queensland)","Transfer Count",890
"6477","Moreton",4,"BROWN","Jenny-Rebecca","UAPP","United Australia Party","Preference Count",0
"6478","Moreton",4,"BROWN","Jenny-Rebecca","UAPP","United Australia Party","Transfer Count",0
"6479","Moreton",4,"LAWRENCE","William James","ON","Pauline Hanson's One Nation","Preference Count",0
"6480","Moreton",4,"LAWRENCE","William James","ON","Pauline Hanson's One Nation","Transfer Count",0
"6481","Moreton",4,"NIEASS","Aaron James","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Preference Count",0
"6482","Moreton",4,"NIEASS","Aaron James","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Transfer Count",0
"6483","Moreton",4,"O'BRIEN","Patricia Ann","GRN","Queensland Greens","Preference Count",0
"6484","Moreton",4,"O'BRIEN","Patricia Ann","GRN","Queensland Greens","Transfer Count",-16545
"6485","Moreton",4,"OWEN","Angela Carolyn","LNP","Liberal National Party of Queensland","Preference Count",43597
"6486","Moreton",4,"OWEN","Angela Carolyn","LNP","Liberal National Party of Queensland","Transfer Count",2870
"6487","Moreton",4,"PERRETT","Graham Douglas","ALP","Australian Labor Party (State of Queensland)","Preference Count",47045
"6488","Moreton",4,"PERRETT","Graham Douglas","ALP","Australian Labor Party (State of Queensland)","Transfer Count",13675
"6489","Oxley",0,"BAUER","Russell John","LNP","Liberal National Party of Queensland","Preference Count",31290
"6490","Oxley",0,"BAUER","Russell John","LNP","Liberal National Party of Queensland","Transfer Count",0
"6491","Oxley",0,"DICK","Dugald Milton","ALP","Australian Labor Party (State of Queensland)","Preference Count",38501
"6492","Oxley",0,"DICK","Dugald Milton","ALP","Australian Labor Party (State of Queensland)","Transfer Count",0
"6493","Oxley",0,"FERGUSON","Ian Maurice","UAPP","United Australia Party","Preference Count",2368
"6494","Oxley",0,"FERGUSON","Ian Maurice","UAPP","United Australia Party","Transfer Count",0
"6495","Oxley",0,"HEAD","Michael Owen","SEP","Socialist Equality Party","Preference Count",654
"6496","Oxley",0,"HEAD","Michael Owen","SEP","Socialist Equality Party","Transfer Count",0
"6497","Oxley",0,"LINDBOM","Janet Lorraine","ON","Pauline Hanson's One Nation","Preference Count",5701
"6498","Oxley",0,"LINDBOM","Janet Lorraine","ON","Pauline Hanson's One Nation","Transfer Count",0
"6499","Oxley",0,"MOERLAND","Scott Robert","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Preference Count",1474
"6500","Oxley",0,"MOERLAND","Scott Robert","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Transfer Count",0
"6501","Oxley",0,"PURCELL","Steven Anthony","GRN","Queensland Greens","Preference Count",10535
"6502","Oxley",0,"PURCELL","Steven Anthony","GRN","Queensland Greens","Transfer Count",0
"6503","Oxley",1,"BAUER","Russell John","LNP","Liberal National Party of Queensland","Preference Count",31340
"6504","Oxley",1,"BAUER","Russell John","LNP","Liberal National Party of Queensland","Transfer Count",50
"6505","Oxley",1,"DICK","Dugald Milton","ALP","Australian Labor Party (State of Queensland)","Preference Count",38600
"6506","Oxley",1,"DICK","Dugald Milton","ALP","Australian Labor Party (State of Queensland)","Transfer Count",99
"6507","Oxley",1,"FERGUSON","Ian Maurice","UAPP","United Australia Party","Preference Count",2425
"6508","Oxley",1,"FERGUSON","Ian Maurice","UAPP","United Australia Party","Transfer Count",57
"6509","Oxley",1,"HEAD","Michael Owen","SEP","Socialist Equality Party","Preference Count",0
"6510","Oxley",1,"HEAD","Michael Owen","SEP","Socialist Equality Party","Transfer Count",-654
"6511","Oxley",1,"LINDBOM","Janet Lorraine","ON","Pauline Hanson's One Nation","Preference Count",5786
"6512","Oxley",1,"LINDBOM","Janet Lorraine","ON","Pauline Hanson's One Nation","Transfer Count",85
"6513","Oxley",1,"MOERLAND","Scott Robert","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Preference Count",1655
"6514","Oxley",1,"MOERLAND","Scott Robert","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Transfer Count",181
"6515","Oxley",1,"PURCELL","Steven Anthony","GRN","Queensland Greens","Preference Count",10717
"6516","Oxley",1,"PURCELL","Steven Anthony","GRN","Queensland Greens","Transfer Count",182
"6517","Oxley",2,"BAUER","Russell John","LNP","Liberal National Party of Queensland","Preference Count",31713
"6518","Oxley",2,"BAUER","Russell John","LNP","Liberal National Party of Queensland","Transfer Count",373
"6519","Oxley",2,"DICK","Dugald Milton","ALP","Australian Labor Party (State of Queensland)","Preference Count",38744
"6520","Oxley",2,"DICK","Dugald Milton","ALP","Australian Labor Party (State of Queensland)","Transfer Count",144
"6521","Oxley",2,"FERGUSON","Ian Maurice","UAPP","United Australia Party","Preference Count",2649
"6522","Oxley",2,"FERGUSON","Ian Maurice","UAPP","United Australia Party","Transfer Count",224
"6523","Oxley",2,"HEAD","Michael Owen","SEP","Socialist Equality Party","Preference Count",0
"6524","Oxley",2,"HEAD","Michael Owen","SEP","Socialist Equality Party","Transfer Count",0
"6525","Oxley",2,"LINDBOM","Janet Lorraine","ON","Pauline Hanson's One Nation","Preference Count",6573
"6526","Oxley",2,"LINDBOM","Janet Lorraine","ON","Pauline Hanson's One Nation","Transfer Count",787
"6527","Oxley",2,"MOERLAND","Scott Robert","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Preference Count",0
"6528","Oxley",2,"MOERLAND","Scott Robert","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Transfer Count",-1655
"6529","Oxley",2,"PURCELL","Steven Anthony","GRN","Queensland Greens","Preference Count",10844
"6530","Oxley",2,"PURCELL","Steven Anthony","GRN","Queensland Greens","Transfer Count",127
"6531","Oxley",3,"BAUER","Russell John","LNP","Liberal National Party of Queensland","Preference Count",32479
"6532","Oxley",3,"BAUER","Russell John","LNP","Liberal National Party of Queensland","Transfer Count",766
"6533","Oxley",3,"DICK","Dugald Milton","ALP","Australian Labor Party (State of Queensland)","Preference Count",39140
"6534","Oxley",3,"DICK","Dugald Milton","ALP","Australian Labor Party (State of Queensland)","Transfer Count",396
"6535","Oxley",3,"FERGUSON","Ian Maurice","UAPP","United Australia Party","Preference Count",0
"6536","Oxley",3,"FERGUSON","Ian Maurice","UAPP","United Australia Party","Transfer Count",-2649
"6537","Oxley",3,"HEAD","Michael Owen","SEP","Socialist Equality Party","Preference Count",0
"6538","Oxley",3,"HEAD","Michael Owen","SEP","Socialist Equality Party","Transfer Count",0
"6539","Oxley",3,"LINDBOM","Janet Lorraine","ON","Pauline Hanson's One Nation","Preference Count",7754
"6540","Oxley",3,"LINDBOM","Janet Lorraine","ON","Pauline Hanson's One Nation","Transfer Count",1181
"6541","Oxley",3,"MOERLAND","Scott Robert","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Preference Count",0
"6542","Oxley",3,"MOERLAND","Scott Robert","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Transfer Count",0
"6543","Oxley",3,"PURCELL","Steven Anthony","GRN","Queensland Greens","Preference Count",11150
"6544","Oxley",3,"PURCELL","Steven Anthony","GRN","Queensland Greens","Transfer Count",306
"6545","Oxley",4,"BAUER","Russell John","LNP","Liberal National Party of Queensland","Preference Count",36181
"6546","Oxley",4,"BAUER","Russell John","LNP","Liberal National Party of Queensland","Transfer Count",3702
"6547","Oxley",4,"DICK","Dugald Milton","ALP","Australian Labor Party (State of Queensland)","Preference Count",41453
"6548","Oxley",4,"DICK","Dugald Milton","ALP","Australian Labor Party (State of Queensland)","Transfer Count",2313
"6549","Oxley",4,"FERGUSON","Ian Maurice","UAPP","United Australia Party","Preference Count",0
"6550","Oxley",4,"FERGUSON","Ian Maurice","UAPP","United Australia Party","Transfer Count",0
"6551","Oxley",4,"HEAD","Michael Owen","SEP","Socialist Equality Party","Preference Count",0
"6552","Oxley",4,"HEAD","Michael Owen","SEP","Socialist Equality Party","Transfer Count",0
"6553","Oxley",4,"LINDBOM","Janet Lorraine","ON","Pauline Hanson's One Nation","Preference Count",0
"6554","Oxley",4,"LINDBOM","Janet Lorraine","ON","Pauline Hanson's One Nation","Transfer Count",-7754
"6555","Oxley",4,"MOERLAND","Scott Robert","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Preference Count",0
